1.755	0	5.88413e-05	-0.000117742
1.755	1	0	-0.000117742
1.76	0	5.88609e-05	-0.000117761
1.76	1	0	-0.000117761
1.765	0	5.88805e-05	-0.000117781
1.765	1	0	-0.000117781
1.77	0	5.89002e-05	-0.0001178
1.77	1	0	-0.0001178
1.775	0	5.89198e-05	-0.00011782
1.775	1	0	-0.00011782
1.78	0	5.89395e-05	-0.00011784
1.78	1	0	-0.00011784
1.785	0	5.89591e-05	-0.000117859
1.785	1	0	-0.000117859
1.79	0	5.89787e-05	-0.000117879
1.79	1	0	-0.000117879
1.795	0	5.89983e-05	-0.000117899
1.795	1	0	-0.000117899
1.8	0	5.90177e-05	-0.000117918
1.8	1	0	-0.000117918
1.805	0	5.9037e-05	-0.000117937
1.805	1	0	-0.000117937
1.81	0	5.90562e-05	-0.000117957
1.81	1	0	-0.000117957
1.815	0	5.90753e-05	-0.000117976
1.815	1	0	-0.000117976
1.82	0	5.90942e-05	-0.000117994
1.82	1	0	-0.000117994
1.825	0	5.91129e-05	-0.000118013
1.825	1	0	-0.000118013
1.83	0	5.91315e-05	-0.000118032
1.83	1	0	-0.000118032
1.835	0	5.91498e-05	-0.00011805
1.835	1	0	-0.00011805
1.84	0	5.91679e-05	-0.000118068
1.84	1	0	-0.000118068
1.845	0	5.91857e-05	-0.000118086
1.845	1	0	-0.000118086
1.85	0	5.92032e-05	-0.000118103
1.85	1	0	-0.000118103
1.855	0	5.92205e-05	-0.000118121
1.855	1	0	-0.000118121
1.86	0	5.92374e-05	-0.000118138
1.86	1	0	-0.000118138
1.865	0	5.92541e-05	-0.000118154
1.865	1	0	-0.000118154
1.87	0	5.92704e-05	-0.000118171
1.87	1	0	-0.000118171
1.875	0	5.92863e-05	-0.000118187
1.875	1	0	-0.000118187
1.88	0	5.93019e-05	-0.000118202
1.88	1	0	-0.000118202
1.885	0	5.9317e-05	-0.000118217
1.885	1	0	-0.000118217
1.89	0	5.93318e-05	-0.000118232
1.89	1	0	-0.000118232
1.895	0	5.93462e-05	-0.000118246
1.895	1	0	-0.000118246
1.9	0	5.93601e-05	-0.00011826
1.9	1	0	-0.00011826
1.905	0	5.93736e-05	-0.000118274
1.905	1	0	-0.000118274
1.91	0	5.93866e-05	-0.000118287
1.91	1	0	-0.000118287
1.915	0	5.93991e-05	-0.000118299
1.915	1	0	-0.000118299
1.92	0	5.94112e-05	-0.000118311
1.92	1	0	-0.000118311
1.925	0	5.94227e-05	-0.000118323
1.925	1	0	-0.000118323
1.93	0	5.94338e-05	-0.000118334
1.93	1	0	-0.000118334
1.935	0	5.94443e-05	-0.000118345
1.935	1	0	-0.000118345
1.94	0	5.94543e-05	-0.000118355
1.94	1	0	-0.000118355
1.945	0	5.94637e-05	-0.000118364
1.945	1	0	-0.000118364
